Idx,Batch1_AC033_BASAL_POST,Batch1_AC033_E1_POST,Batch1_AC033_E1_a_PRE,Batch1_AC033_E2_POST,Batch1_AC033_E2_a_PRE,Batch1_AC033_a_PRE,Batch2_AS060_BASAL_POST,Batch2_AS060_E1_POST,Batch2_AS060_E1_a_PRE,Batch2_AS060_E2_POST,Batch2_AS060_E2_a_PRE,Batch2_AS060_a_PRE,Batch2_BH073_BASAL_POST,Batch2_BH073_E1_POST,Batch2_BH073_E1_a_PRE,Batch2_BH073_E2_POST,Batch2_BH073_E2_a_PRE,Batch2_BH073_a_PRE,Batch1_CB072_BASAL_POST,Batch1_CB072_E1_POST,Batch1_CB072_E1_a_PRE,Batch1_CB072_E2_POST,Batch1_CB072_E2_a_PRE,Batch1_CB072_a_PRE,Batch4_CL046_BASAL_POST_160517160126,Batch4_CL046_E1_POST_160517154546,Batch4_CL046_E1_a_PRE_160517153006,Batch4_CL046_E2_POST_160517144305,Batch4_CL046_E2_a_PRE_160517145845,Batch4_CL046_a_PRE_160517151427,Batch2_CR053_BASAL_POST,Batch2_CR053_E1_POST,Batch2_CR053_E1_a_PRE,Batch2_CR053_E2_POST,Batch2_CR053_E2_a_PRE,Batch2_CR053_a_PRE,Batch4_CS066_BASAL_POST_160518003655,Batch4_CS066_E1_POST_160518002113,Batch4_CS066_E1_a_PRE_160518000533,Batch4_CS066_E2_POST_160517231834,Batch4_CS066_E2_a_PRE_160517233414,Batch4_CS066_a_PRE_160517234954,Batch1_DT067_BASAL_POST,Batch1_DT067_E1_POST,Batch1_DT067_E1_a_PRE,Batch1_DT067_E2_POST,Batch1_DT067_E2_a_PRE,Batch1_DT067_a_PRE,Batch2_DW097_BASAL_POST,Batch2_DW097_E1_POST,Batch2_DW097_E1_a_PRE,Batch2_DW097_E2_POST,Batch2_DW097_E2_a_PRE,Batch2_DW097_a_PRE,Batch3_ED049_BASAL_POST,Batch3_ED049_E1_POST,Batch3_ED049_E1_a_PRE,Batch3_ED049_E2_POST,Batch3_ED049_E2_a_PRE,Batch3_ED049_a_PRE,Batch3_GJ095_BASAL_POST,Batch3_GJ095_E1_POST,Batch3_GJ095_E1_a_PRE,Batch3_GJ095_E2_POST,Batch3_GJ095_E2_a_PRE,Batch3_GJ095_a_PRE,Batch3_GS042_BASAL_POST,Batch3_GS042_E1_POST,Batch3_GS042_E1_a_PRE,Batch3_GS042_E2_POST,Batch3_GS042_E2_a_PRE,Batch3_GS042_a_PRE,Batch2_GS075_BASAL_POST,Batch2_GS075_E1_POST,Batch2_GS075_E1_a_PRE,Batch2_GS075_E2_POST,Batch2_GS075_E2_a_PRE,Batch2_GS075_a_PRE,Batch4_HA094_BASAL_POST_160517221609,Batch4_HA094_E1_POST_160517214451,Batch4_HA094_E1_a_PRE_160517220030,Batch4_HA094_E2_POST_160517224718,Batch4_HA094_E2_a_PRE_160517212911,Batch4_HA094_a_PRE_160517223138,Batch4_IM023_BASAL_POST_160517185241,Batch4_IM023_E1_POST_160517180608,Batch4_IM023_E1_a_PRE_160517182140,Batch4_IM023_E2_POST_160517190811,Batch4_IM023_E2_a_PRE_160517175028,Batch4_IM023_a_PRE_160517183710,Batch3_JA071_BASAL_POST,Batch3_JA071_E1_POST,Batch3_JA071_E1_a_PRE,Batch3_JA071_E2_POST,Batch3_JA071_E2_a_PRE,Batch3_JA071_a_PRE,Batch4_JB044_BASAL_POST_160517201052,Batch4_JB044_E1_POST_160517193931,Batch4_JB044_E1_a_PRE_160517204212,Batch4_JB044_E2_POST_160517202632,Batch4_JB044_E2_a_PRE_160517195511,Batch4_JB044_a_PRE_160517205752,Batch2_JC064_BASAL_POST,Batch2_JC064_E1_POST,Batch2_JC064_E1_a_PRE,Batch2_JC064_E2_POST,Batch2_JC064_E2_a_PRE,Batch2_JC064_a_PRE,Batch2_JH074_BASAL_POST,Batch2_JH074_E1_POST,Batch2_JH074_E1_a_PRE,Batch2_JH074_E2_POST,Batch2_JH074_E2_a_PRE,Batch2_JH074_a_PRE,Batch3_JOH099_BASAL_POST,Batch3_JOH099_E1_POST,Batch3_JOH099_E1_a_PRE,Batch3_JOH099_E2_POST,Batch3_JOH099_E2_a_PRE,Batch3_JOH099_a_PRE,Batch1_JS019_BASAL_POST,Batch1_JS019_E1_POST,Batch1_JS019_E1_a_PRE,Batch1_JS019_E2_POST,Batch1_JS019_E2_a_PRE,Batch1_JS019_a_PRE,Batch4_JW087_BASAL_POST,Batch4_JW087_E1_POST,Batch4_JW087_E1_a_PRE,Batch4_JW087_E2_POST,Batch4_JW087_E2_a_PRE,Batch4_JW087_a_PRE,Batch1_KA070_BASAL_POST,Batch1_KA070_E1_POST,Batch1_KA070_E1_a_PRE,Batch1_KA070_E2_POST,Batch1_KA070_E2_a_PRE,Batch1_KA070_a_PRE,Batch2_LG016_BASAL_POST,Batch2_LG016_E1_POST,Batch2_LG016_E1_a_PRE,Batch2_LG016_E2_POST,Batch2_LG016_E2_a_PRE,Batch2_LG016_a_PRE,Batch4_LH091_BASAL_POST_160518043140,Batch4_LH091_E1_POST_160518050257,Batch4_LH091_E1_a_PRE_160518054953,Batch4_LH091_E2_POST_160518051835,Batch4_LH091_E2_a_PRE_160518053415,Batch4_LH091_a_PRE_160518044718,Batch1_MH061_BASAL_POST,Batch1_MH061_E1_POST,Batch1_MH061_E1_a_PRE,Batch1_MH061_E2_POST,Batch1_MH061_E2_a_PRE,Batch1_MH061_a_PRE,Batch3_PC035_BASAL_POST,Batch3_PC035_E1_POST,Batch3_PC035_E1_a_PRE,Batch3_PC035_E2_POST,Batch3_PC035_E2_a_PRE,Batch3_PC035_a_PRE,Batch3_PG069_BASAL_POST,Batch3_PG069_E1_POST,Batch3_PG069_E1_a_PRE,Batch3_PG069_E2_POST,Batch3_PG069_E2_a_PRE,Batch3_PG069_a_PRE,Batch2_PH090_BASAL_POST,Batch2_PH090_E1_POST,Batch2_PH090_E1_a_PRE,Batch2_PH090_E2_POST,Batch2_PH090_E2_a_PRE,Batch2_PH090_a_PRE,Batch1_PK029_BASAL_POST,Batch1_PK029_E1_POST,Batch1_PK029_E1_a_PRE,Batch1_PK029_E2_POST,Batch1_PK029_E2_a_PRE,Batch1_PK029_a_PRE,Batch4_RB020_BASAL_POST,Batch4_RB020_E1_POST,Batch4_RB020_E1_a_PRE,Batch4_RB020_E2_POST,Batch4_RB020_E2_a_PRE,Batch4_RB020_a_PRE,Batch1_RG093_BASAL_POST,Batch1_RG093_E1_POST,Batch1_RG093_E1_a_PRE,Batch1_RG093_E2_POST,Batch1_RG093_E2_a_PRE,Batch1_RG093_a_PRE,Batch3_RN039_BASAL_POST,Batch3_RN039_E1_POST,Batch3_RN039_E1_a_PRE,Batch3_RN039_E2_POST,Batch3_RN039_E2_a_PRE,Batch3_RN039_a_PRE,Batch1_RP012_BASAL_POST,Batch1_RP012_E1_POST,Batch1_RP012_E1_a_PRE,Batch1_RP012_E2_POST,Batch1_RP012_E2_a_PRE,Batch1_RP012_a_PRE,Batch1_SB063_BASAL_POST,Batch1_SB063_E1_POST,Batch1_SB063_E1_a_PRE,Batch1_SB063_E2_POST,Batch1_SB063_E2_a_PRE,Batch1_SB063_a_PRE,Batch3_SF065_BASAL_POST,Batch3_SF065_E1_POST,Batch3_SF065_E1_a_PRE,Batch3_SF065_E2_POST,Batch3_SF065_E2_a_PRE,Batch3_SF065_a_PRE,Batch3_SJ079_BASAL_POST,Batch3_SJ079_E1_POST,Batch3_SJ079_E1_a_PRE,Batch3_SJ079_E2_POST,Batch3_SJ079_E2_a_PRE,Batch3_SJ079_a_PRE,Batch1_TW003_BASAL_POST,Batch1_TW003_E1_POST,Batch1_TW003_E1_a_PRE,Batch1_TW003_E2_POST,Batch1_TW003_E2_a_PRE,Batch1_TW003_a_PRE
Subject,AC033,AC033,AC033,AC033,AC033,AC033,AS060,AS060,AS060,AS060,AS060,AS060,BH073,BH073,BH073,BH073,BH073,BH073,CB072,CB072,CB072,CB072,CB072,CB072,CL046,CL046,CL046,CL046,CL046,CL046,CR053,CR053,CR053,CR053,CR053,CR053,CS066,CS066,CS066,CS066,CS066,CS066,DT067,DT067,DT067,DT067,DT067,DT067,DW097,DW097,DW097,DW097,DW097,DW097,ED049,ED049,ED049,ED049,ED049,ED049,GJ095,GJ095,GJ095,GJ095,GJ095,GJ095,GS042,GS042,GS042,GS042,GS042,GS042,GS075,GS075,GS075,GS075,GS075,GS075,HA094,HA094,HA094,HA094,HA094,HA094,IM023,IM023,IM023,IM023,IM023,IM023,JA071,JA071,JA071,JA071,JA071,JA071,JB044,JB044,JB044,JB044,JB044,JB044,JC064,JC064,JC064,JC064,JC064,JC064,JH074,JH074,JH074,JH074,JH074,JH074,JOH099,JOH099,JOH099,JOH099,JOH099,JOH099,JS019,JS019,JS019,JS019,JS019,JS019,JW087,JW087,JW087,JW087,JW087,JW087,KA070,KA070,KA070,KA070,KA070,KA070,LG016,LG016,LG016,LG016,LG016,LG016,LH091,LH091,LH091,LH091,LH091,LH091,MH061,MH061,MH061,MH061,MH061,MH061,PC035,PC035,PC035,PC035,PC035,PC035,PG069,PG069,PG069,PG069,PG069,PG069,PH090,PH090,PH090,PH090,PH090,PH090,PK029,PK029,PK029,PK029,PK029,PK029,RB020,RB020,RB020,RB020,RB020,RB020,RG093,RG093,RG093,RG093,RG093,RG093,RN039,RN039,RN039,RN039,RN039,RN039,RP012,RP012,RP012,RP012,RP012,RP012,SB063,SB063,SB063,SB063,SB063,SB063,SF065,SF065,SF065,SF065,SF065,SF065,SJ079,SJ079,SJ079,SJ079,SJ079,SJ079,TW003,TW003,TW003,TW003,TW003,TW003
Timepoint,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE,d_BASAL.POST,c_E1.POST,b_E1.PRE,f_E2.POST,e_E2.PRE,a_PRE
2,2886602.43,4689386.591,23609433.88,6174856.015,2000999.286,18462870.74,10669287.8,2370321.933,22292356.14,15340451.49,12739046.64,3668151.001,1337779.727,8793045.051,15548786.41,15974289.67,4248858.439,13005997.65,9019987.065,1303091.417,10145927.82,2323525.66,480756.3,1961417.463,859723.2052,12816914.08,8473842.934,21501706,14340073.2,29480130.86,3226044.662,14489690.54,4581939.206,1239355.54,11521802.56,10755711.52,4608285.678,4448036.039,12096794.72,8184209.507,4630448.527,20643149.44,11324754.63,11066298.54,29399026.95,1503036.408,157655.8393,2476887.783,7471510.715,12385943.14,9174967.529,14145592.54,577387.3275,51743.40762,1423851.127,295327.2796,8824633.256,33746763.12,3747781.118,5381755.602,18458994.45,7439925.575,9326173.357,7557843.669,21348133.24,25608839.23,115116.8516,23152264.8,23783824.26,1785865.858,1991533.86,59404.56981,208729.3546,3410909.768,13682707.42,312641.403,2840289.568,2544145.139,1196259.772,22478046.53,16954623.11,10969350.12,7125899.004,4837534.092,16262027.27,1109803.377,14757533.97,23801816.16,3879186.184,4992664.725,4013781.29,1173723.361,3438042.044,24120501.83,194580.6786,2062231.726,11981386.25,18320358.54,10634734.59,13457900.72,22337127.38,9987284.265,2228596.707,206181.9408,3812249.806,4402197.839,11383165.12,1724334.683,3696902.496,2201748.881,4494868.38,10852326.14,2767372.887,11091717.23,19087742.96,48147617.48,23160458.61,57052107.17,1217886.578,51659.58701,169681.0205,60101389,45868577.85,14901893.95,6456932.065,4714943.026,13100416.82,12909432.15,14292768.33,14159569.79,5172496.373,19250606.23,1454992.737,42690373.2,2981313.588,2504550.081,1076857.955,9474276.676,4196979.159,3082297.629,3792396.059,11548929.14,660278.9115,2156685.645,3207782.221,13639665.44,9151501.635,9923734.444,11158492.79,2874.163824,4682222.267,42967050.41,14721108.23,3612377.961,45229610.5,29715157.97,613982.5768,1176004.782,22520058.07,82500.16015,102446.2492,22541777.56,5376674.933,50545720.12,312964.7041,22427559.26,3921745.402,3759168.19,715149.81,12564125.27,16629306.81,3908869.215,834069.0107,3868793.029,2880869.532,2472958.166,14382390.71,1117171.277,198957.3113,13838386.7,13584032.93,25187634.66,24424795.81,3846762.28,6528817.608,7989911.625,12686614.16,13420182.41,19970592.31,131880.7871,5379723.275,14705427.22,4227270.915,29226441.21,27441655.41,29252720.12,3981868.298,32549356.27,2488888.071,18171044.36,18783471.12,2834716.587,152768186.8,2038491.995,1908218.769,14556477.61,97041105.8,2671174.038,2334465.28,7637653.372,4745052.647,22010649.01,30250112.82,5505604.599,855813.7784,176822.0421,116695484.3,2954751.178,14078560.45,113084232.1,73623892.13,48654852.62,13692660.75,44160260.41,49457069.23,53177321.37,13619879.25,664746.8299
5,365839.4086,128835.3957,176704.764,446182.0489,1542.306374,43061.41518,81029.70313,38724.22594,161571.1961,393424.7062,33851.07577,146546.4766,52039.03835,408040.6065,695790.1304,551648.8423,833126.974,416150.9529,7819.024837,256560.4235,331942.3425,130905.2721,153291.3773,116317.4346,12227.20878,189045.3938,75003.46494,327320.7521,265776.627,91980.89359,30706.75078,515437.9681,1014345.875,6510.164011,1426207.79,346059.5482,24488.51777,419483.3456,194858.7706,305518.9823,192806.1575,29786.6288,188379.2912,268836.3651,74393.35177,200413.7542,51969.11947,45609.42802,140277.9656,1276572.553,135535.2364,47399.95572,172356.1324,41955.61054,255333.8737,17962411.33,90330.79023,447659.4926,520973.0264,46062.63294,140100.146,254291.9925,282078.5645,94.23744716,236612.7318,432432.8848,104471.9002,34079.56637,413541.7816,40226409.24,57242.89434,377059.1058,1002915.358,14918808.14,3091704.133,3020862.308,9729.222072,33812688.97,14625.49396,208114.6334,225857.3786,108697.9453,33207.30382,15037.37018,155039.3014,207556.6408,283613.6643,63233.00627,48754.19855,80993.4816,1289275.928,978567.1632,320173.4588,569636.2447,545911.6783,490203.9114,199374.6419,7289.291142,36174.74463,289671.1796,361326.7256,14230.12442,13504.91918,61456.9685,129387.8785,29815.32253,328375.4301,130082.4516,272006.614,349611.0309,223470.4607,132287.7745,4026.533766,129514.6173,106544.0804,116513.9202,119893.9965,85642.56329,384334.1898,1476.888408,186375.9629,152991.6451,200920.3599,37281.9591,208506.624,30815.4367,128425.9493,26891.24672,160914.822,75154.1765,24821.95246,135216.5925,403065.9639,132539.7519,5346.666703,79230.63108,233334.1396,133306.3942,42800.50019,148836.4622,286695.3769,596943.9655,209284.2181,73369.79351,43142.68764,40438.62998,111571.8539,357318.4057,41119.11492,113.0980738,300143.7562,449567.2695,106161.1218,207673.8837,525712.0751,37487.66412,217064.4246,83126.1431,112534.8547,232498.2762,204481.81,412163.7495,1203.89267,85819.5732,96569.4856,159191.7761,112447.1648,43374.58526,110229.4836,120045.8951,318436.6296,37405.06357,124878.0375,65366.30441,163844.3598,165595.2085,42636.83453,15688.94167,22089.82211,21990.99761,251767.2738,343728.4328,7422.603624,8264197.631,253716.5813,180330.1763,203091.1633,54572.45942,13469.14323,19305.0707,18534.27057,15878.32652,15628595.62,1022356.093,381765.5703,319768.3467,1152186.387,100092.4116,6333117.358,41875.76477,41271.10732,134708.6024,6241803.302,50946.44119,140410.0195,521375.2117,419830.787,960909.6141,970.9502414,165548.7793,45707.76982,63287.31701,47507.53168,6637.203782,43240.41028,120115.5311,203140.4636,104239.5285,103914.0474,694662.235,1941236.568,2949533.896,4633.212135,239763.5134,136460.4437,4582.982194,15122.69843,168643.6166
7,25564658.63,32370909.6,28516432.52,29524233.93,1746478.613,26047149.42,63943102.12,12470149.96,52417669.51,37815531.18,39226627.9,29739412.12,8856199.857,15506035.5,16679983.12,13275351.63,18747129.25,25072315.54,34956074.36,30509811.3,22221600.31,31268277.31,26609405.03,27936921.92,8836487.636,33627726.1,20788741.8,7757643.441,8289919.3,38980094.1,18850318.33,15086617.47,14515353.02,10116034.86,28165357.94,24423588.66,19733663.03,13917421.08,10099596.28,19289682.86,10854528.39,19754601.69,27999918.46,25181565.49,19352740.72,25429838.99,16199582.51,31172654.34,26488234.26,28519381.74,22927924.46,24133172.99,6598863.47,1773194.369,29685556.54,6591228.471,22950787.1,39352255.19,10540521,19356665.29,23311765.31,18764217,11768992.97,42949130.94,39048160.98,28188154.24,3877299.737,26122267.57,13974160.17,23536610.2,32184961.68,2042797.99,3693999.302,19184092.11,14614431.22,7268025.476,6309119.788,15155896.76,34897087.23,27846925.54,36332978.38,33460815.32,23218400.29,21212084.66,28005602.25,14980782.89,20439026.41,50103926.24,12267669.63,1347261.381,25780329.08,26250118.77,32097306.34,43039822.67,4837411.468,34321783.88,24291870.15,28737055.2,18593489.31,23712757.45,3105306.286,29848577.32,8948024.17,5258619.812,38495385.49,37893257.41,37729905.91,7680567.62,31315624.54,14034016.72,12414091.83,24641721.66,15143326.42,20578596.17,23741362.06,30145448.6,12752999.42,47173351.64,21106754.01,8335.504848,3486531.535,21340579.52,16031203.43,18835494.42,18059255.37,24103279.74,40521724.4,36949904.64,39795155.22,46681403.76,34480414.4,37515221.14,12193526.76,15213246.49,6774186.032,8491891.403,4989837.538,18980839.74,21779847.99,17286213.87,6620543.95,23902745.39,5480929.706,12290514.44,22835839.7,35158844.95,25312699.08,47398662.16,41367548.55,4568.107148,15750838.88,19672950.46,13942668.14,19148561.33,31547067.8,29581157.2,16499472.78,8821798.121,30239835.05,918382.241,2361440.307,21025443.53,14649913.21,63736200.8,3029884.961,50129558.22,40432121.56,19527554.09,26413288.26,22133447.74,17435105.12,51814537.14,29581969.5,25025201.42,19765949.3,22111776.18,20795865.95,24157026.59,6178133.185,16636898.77,55840519.85,44615117.47,18393404.07,30418623.12,18398914.42,27258338.4,25366033.08,22279496.33,23443482.71,1906193.117,20835532.02,21805049.17,22165105.29,62168542.98,27727563.72,65287008.21,26783192.29,61556298.87,23254238.32,28931701.49,23956101.27,9448361.827,32050924.72,14783902.26,15409393.29,21841872.94,22791720.73,15838822.39,876687.8354,26102147.86,17362970.96,26309469.38,15556563.21,30902865.88,14661156.61,953314.7346,38452348.66,2035859.22,8181358.141,33558567.14,26668561.5,22550946.14,24507709.93,27025735.78,27318929.26,31250205.25,26178612.12,16473914.67
10,1868826.116,4932821.044,15949863.14,7058807.927,6542.033139,5210243.799,9600648.973,3388277.89,11668683.37,12337576.64,8799196.131,7229795.362,1794970.004,8930026.068,12502111.68,9137023.219,5720521.114,7663676.778,4156337.293,2840985.552,8279281.99,3299833.153,873226.2988,3427856.56,3224345.056,4683388.234,168234.3066,18204733.76,315338.6382,9567304.404,3505776.143,9471433.912,6709100.602,1639879.245,11455422.46,8744280.059,2105233.512,2447814.947,6234210.237,7645521.139,3288122.229,7213049.341,7569823.377,12449112.16,14100539.95,2967358.005,48620.67145,3950706.456,8149996.966,10201579.19,10388863.21,9993471.242,890518.0194,475.4644382,3263841.474,212974.993,8115689.026,18189323.15,4974733.184,5280283.175,10056201.25,8537545.529,8681721.27,11514112.67,12169936.79,17277399.97,8588.758673,9311730.056,15182685.86,2564269.735,2992757.563,4382.322668,406840.6104,6183450.506,10767283.15,839812.3868,3360625.203,5001779.933,2477569.724,351211.0232,8949000.174,3316851.034,4058470.117,1715121.665,4666664.055,3778758.894,4803103.285,364450.0391,2991385.456,1170697.999,4980460.388,1636029.54,4223367.653,12923004.41,271422.7323,4994292.703,5772317.495,5905994.266,5365960.737,5099041.491,16602001.99,3596517.794,2969245.451,330608.9784,6090392.045,5789390.271,8129809.872,4163170.233,5834070.836,6093833.867,6285221.747,8893518.113,3925048.423,7993706.033,10205677.52,14360841.57,7802466.575,14960884.64,3455137.317,401.3010021,18749.39536,14530978.68,14942840.9,6808276.788,11323457.24,4185595.693,7603899.67,6739677.636,7490730.364,9374523.662,4156229.213,15242679.55,1762542.18,13984550.72,2369656.277,2786337.7,1329447.282,6879072.521,5086129.307,5024621.904,5371747.572,10433503.52,1139886.715,5563681.101,1794396.573,7870127.849,4848344.198,7162720.108,6751129.133,4877.702588,4661135.55,17722737.46,8932886.297,4301252.52,16081859.1,10836940.42,1120463.82,1244325.182,12363418.43,1665.887329,6409.708708,12969949.72,3594330.24,17598478.04,50811.70982,12921084.66,4682171.532,3181099.946,2358103.69,7824774.234,8877383.24,5129967.579,1726528.064,4528226.28,3650528.612,5912344.784,7270762.766,1810990.944,50610.00814,11293231.43,13461267.1,17301005.12,8274459.113,7597648.767,7033670.225,8539604.696,9058271.885,7585101.179,8980962.743,889.864674,3956744.013,8577733.485,5608555.063,17555780.6,13017580.36,17447152.5,4787470.213,16134965.21,5505251.863,6414830.391,6684333.829,3214350.81,27201915.82,2292556.391,718308.5186,10678326.13,14950768.01,3398941.048,1033.769936,5108619.377,5094096.869,10846717.69,11755558.51,6056752.198,901910.2214,6281.628916,41499939.74,880736.8809,5999859.389,14230515.56,28352234.83,24099965.99,6283613.968,15955677.47,18810190.69,11903728.46,6917502.895,906028.9804
11,80011.13874,730189.5047,63499762.65,3384576.274,33592.43537,10521269.08,7176483.358,2258843.401,11080079.79,10437406.11,6944241.116,7867557.972,1054378.735,8804163.502,15626495.38,8695950.577,6426623.744,8348297.408,4359030.782,1436329.955,8683400.028,2585804.638,298150.6671,2810255.422,182136.2231,9504406.02,7000313.833,14547197.94,9850320.255,9702015.959,2320198.955,7576675.255,5666263.496,979985.7393,12226814.27,8449896.476,3860391.096,4314614.631,10973293.02,9869922.632,5196981.59,9838056.34,6687056.659,10211612.82,24656858.18,1547682.269,3554.239635,3468196.521,8104016.608,8502022.169,10667999.22,8291391.314,493302.1851,294.75701,1617311.858,150323.8062,8697043.233,19529115.43,3617288.481,3877730.505,9111737.551,7890120.958,8701381.966,11888633.68,14307664.64,14624573.49,2713.484464,8532924.527,17586237.32,1953940.491,2201618.466,532.173266,165570.3382,6601190.271,8673818.085,360150.2269,4048234.414,3488330.225,336846.4392,14607379.33,12392240.07,217342.228,6940310.757,4229573.679,11781050.72,301364.6319,10250879.24,16087471.08,5019313.663,77922.59959,3865346.886,1219889.677,3159302.173,15161064.25,77488.63215,2201185.066,11632516.33,10385015.84,10428269.79,10509869.59,21930285.61,7607138.246,2108763.368,140004.5337,7861443.627,5704529.194,8756068.051,1990269.506,6164104.342,2656170.947,6943607.014,9642315.357,2803977.957,9374933.912,13199125.55,16577897.71,4705628.076,15625855.87,1758441.962,310.2812477,1214.840368,22327121.09,22618870.53,11332257.92,7408876.435,3180175.49,10986162.06,9080398.196,9789358.494,11420181.77,5202221.181,15988001.74,735283.6118,9433664.54,1250185.087,1562153.006,452617.937,4250949.678,3667657.783,3684479.789,3910354.37,11922705.49,721398.6624,2661395.734,2836276.233,11807826.31,6986169.725,9777704.522,9996016.698,1664.592091,3454517.822,16109423.24,13101835.47,2519849.953,15681597.66,10454343.09,522163.955,683520.6799,12057298.24,782.6305137,1861.933602,12905778.88,3535716.348,19487354.53,28073.22801,12496271.31,3308931.126,2268829.234,1048559.423,8168896.876,7799332.66,5564620.382,1048768.88,4699441.19,3444555.37,3102563.382,7297437.089,581442.5842,7992.969101,10859602.36,14847111.6,21469722.27,10101233.09,8474217.893,8531059.665,9404237.132,9966555.076,8269219.847,14528768.55,982.9029944,3373732.967,12913901.57,3958791.575,16433701.86,14485112.79,15989908.22,6721648.601,14867907.72,1520259.37,7494163.382,7776110.291,817276.3805,45350446.38,481409.811,12801.74346,13159853.46,31806788.4,136539.8738,2982.976886,3048361.246,3740231.177,10547267.89,12496438.88,4430342.424,647966.056,5183.665808,57148089.41,858081.1214,6028809.327,1318967.373,40501880.57,29514126.68,8717634.105,28166136.75,25877094.76,16128968.22,12093987.67,450811.3597
